,conds,hum,precipm,tempm,wspdm
2014-01-11 01:07:00,Overcast,89.0,0.0,2.8,5.6
2014-01-11 01:20:00,Overcast,89.0,0.3,2.8,5.6
2014-01-11 01:29:00,Light Rain,93.0,0.3,2.8,0.0
2014-01-11 01:51:00,Overcast,93.0,0.3,2.8,5.6
2014-01-11 02:42:00,Light Rain,93.0,1.5,2.8,9.3
2014-01-11 02:51:00,Overcast,89.0,1.8,3.3,7.4
2014-01-11 02:58:00,Overcast,89.0,,3.9,5.6
2014-01-11 03:51:00,Overcast,89.0,,5.6,7.4
2014-01-11 04:11:00,Overcast,92.0,,5.6,7.4
2014-01-11 04:15:00,Overcast,92.0,,5.6,5.6
2014-01-11 04:51:00,Light Rain,93.0,0.0,7.8,11.1
2014-01-11 05:25:00,Overcast,90.0,0.8,9.4,13.0
2014-01-11 05:51:00,Overcast,90.0,0.8,9.4,11.1
2014-01-11 06:04:00,Overcast,89.0,0.3,10.0,13.0
2014-01-11 06:14:00,Overcast,89.0,0.3,10.0,9.3
2014-01-11 06:51:00,Overcast,89.0,0.3,10.6,11.1
2014-01-11 07:51:00,Overcast,89.0,0.3,11.7,13.0
2014-01-11 08:05:00,Overcast,93.0,,11.7,9.3
2014-01-11 08:15:00,Overcast,93.0,,11.7,7.4
2014-01-11 08:41:00,Fog,93.0,,12.2,13.0
2014-01-11 08:51:00,Fog,93.0,,12.2,11.1
2014-01-11 09:04:00,Overcast,93.0,,12.8,11.1
2014-01-11 09:33:00,Overcast,93.0,,12.2,13.0
2014-01-11 09:51:00,Fog,96.0,,11.7,13.0
2014-01-11 10:15:00,Light Rain,93.0,0.5,11.7,9.3
2014-01-11 10:26:00,Overcast,93.0,0.5,12.2,14.8
2014-01-11 10:34:00,Overcast,89.0,0.5,12.8,11.1
2014-01-11 11:51:00,Overcast,93.0,0.3,13.3,16.7
2014-01-11 12:09:00,Overcast,89.0,,13.9,14.8
2014-01-11 12:51:00,Overcast,93.0,,12.8,18.5
2014-01-11 13:39:00,Overcast,93.0,,12.8,11.1
2014-01-11 13:51:00,Overcast,93.0,,12.8,13.0
2014-01-11 14:23:00,Overcast,93.0,,12.8,16.7
2014-01-11 14:39:00,Overcast,93.0,,13.3,14.8
2014-01-11 14:51:00,Overcast,93.0,,13.3,14.8
2014-01-11 15:16:00,Overcast,93.0,0.0,13.3,13.0
2014-01-11 15:51:00,Overcast,93.0,0.0,12.8,14.8
2014-01-11 16:25:00,Overcast,93.0,0.3,12.2,14.8
2014-01-11 16:43:00,Light Rain,93.0,0.5,12.2,9.3
2014-01-11 16:51:00,Light Rain,93.0,0.5,13.3,11.1
2014-01-11 16:56:00,Overcast,89.0,0.3,13.9,11.1
2014-01-11 17:22:00,Heavy Rain,89.0,1.0,13.9,11.1
2014-01-11 17:51:00,Light Rain,93.0,4.1,13.9,11.1
2014-01-11 18:51:00,Light Rain,89.0,2.5,13.9,5.6
2014-01-11 19:51:00,Overcast,83.0,1.0,13.9,9.3
2014-01-11 20:51:00,Mostly Cloudy,89.0,0.3,12.8,11.1
2014-01-11 21:51:00,Overcast,93.0,,12.2,11.1
2014-01-11 22:31:00,Overcast,87.0,,13.3,16.7
2014-01-11 22:51:00,Overcast,86.0,,12.8,16.7
2014-01-11 23:01:00,Overcast,84.0,,13.3,9.3
2014-01-11 23:13:00,Overcast,86.0,,12.8,13.0
2014-01-11 23:44:00,Overcast,86.0,,12.2,14.8
2014-01-11 23:51:00,Overcast,83.0,,12.8,11.1
2014-01-12 00:05:00,Overcast,86.0,,12.2,
2014-01-12 00:21:00,Overcast,86.0,,12.2,7.4
2014-01-12 00:29:00,Light Rain,89.0,0.0,11.7,7.4
2014-01-12 00:33:00,Heavy Rain,89.0,0.8,11.7,13.0
2014-01-12 00:38:00,Light Rain,83.0,1.3,11.7,18.5
2014-01-12 00:46:00,Overcast,82.0,1.3,11.0,18.5
2014-01-12 00:51:00,Light Rain,77.0,1.3,11.1,18.5
2014-01-12 01:51:00,Overcast,68.0,0.0,10.6,16.7
2014-01-12 02:51:00,Overcast,63.0,,10.0,20.4
2014-01-12 03:51:00,Mostly Cloudy,61.0,,8.9,13.0
2014-01-12 04:51:00,Scattered Clouds,61.0,,7.8,14.8
2014-01-12 05:51:00,Partly Cloudy,53.0,,7.2,14.8
2014-01-12 06:51:00,Scattered Clouds,51.0,,6.7,9.3
2014-01-12 07:51:00,Overcast,53.0,,6.7,13.0
2014-01-12 08:51:00,Overcast,49.0,,6.7,13.0
2014-01-12 09:51:00,Overcast,46.0,,7.2,14.8
2014-01-12 10:51:00,Overcast,47.0,,6.7,9.3
2014-01-12 11:51:00,Overcast,47.0,,6.7,13.0
2014-01-12 12:51:00,Overcast,45.0,,6.7,11.1
2014-01-12 13:51:00,Mostly Cloudy,44.0,,7.2,22.2
2014-01-12 14:51:00,Scattered Clouds,44.0,,7.2,13.0
2014-01-12 15:51:00,Mostly Cloudy,44.0,,7.2,
2014-01-12 16:51:00,Scattered Clouds,47.0,,6.7,11.1
2014-01-12 17:51:00,Clear,51.0,,5.6,14.8
2014-01-12 18:51:00,Clear,51.0,,5.6,9.3
2014-01-12 19:51:00,Clear,53.0,,5.0,14.8
2014-01-12 20:51:00,Clear,57.0,,3.9,5.6
2014-01-12 21:51:00,Clear,57.0,,3.9,9.3
2014-01-12 22:51:00,Clear,60.0,,3.3,9.3
2014-01-12 23:51:00,Clear,57.0,,3.9,13.0
2014-01-13 00:51:00,Clear,60.0,,3.3,9.3
2014-01-13 01:51:00,Clear,60.0,,3.3,11.1
2014-01-13 02:51:00,Clear,62.0,,2.8,5.6
2014-01-13 03:51:00,Clear,62.0,,2.8,9.3
2014-01-13 04:51:00,Clear,65.0,,2.8,0.0
2014-01-13 05:51:00,Clear,62.0,,3.3,5.6
2014-01-13 06:51:00,Clear,67.0,,2.8,0.0
2014-01-13 07:51:00,Clear,60.0,,4.4,0.0
2014-01-13 08:51:00,Clear,62.0,,5.0,7.4
2014-01-13 09:51:00,Clear,53.0,,7.2,7.4
2014-01-13 10:51:00,Clear,52.0,,8.3,0.0
2014-01-13 11:51:00,Clear,58.0,,8.9,
2014-01-13 12:51:00,Clear,61.0,,10.0,7.4
2014-01-13 13:51:00,Clear,66.0,,9.4,7.4
2014-01-13 14:51:00,Clear,59.0,,10.0,9.3
2014-01-13 15:51:00,Clear,59.0,,10.0,11.1
2014-01-13 16:51:00,Clear,59.0,,9.4,13.0
2014-01-13 17:51:00,Clear,59.0,,9.4,13.0
2014-01-13 18:51:00,Clear,56.0,,9.4,18.5
2014-01-13 19:51:00,Clear,52.0,,10.0,11.1
2014-01-13 21:51:00,Clear,61.0,,8.9,13.0
2014-01-13 22:51:00,Clear,56.0,,9.4,9.3
2014-01-13 23:51:00,Clear,57.0,,10.0,11.1
2014-01-14 00:51:00,Clear,61.0,,9.4,11.1
2014-01-14 01:51:00,Clear,64.0,,9.4,11.1
2014-01-14 02:51:00,Scattered Clouds,66.0,,9.4,9.3
2014-01-14 03:51:00,Overcast,66.0,,9.4,7.4
2014-01-14 04:51:00,Overcast,59.0,,10.6,16.7
2014-01-14 05:51:00,Overcast,66.0,0.0,10.0,5.6
2014-01-14 06:51:00,Overcast,66.0,,10.0,5.6
2014-01-14 07:51:00,Light Rain,80.0,0.3,8.9,7.4
2014-01-14 08:51:00,Light Rain,83.0,1.0,8.3,11.1
2014-01-14 09:51:00,Overcast,90.0,0.5,8.3,9.3
2014-01-14 10:51:00,Light Rain,89.0,0.3,8.9,7.4
2014-01-14 12:41:00,Overcast,89.0,0.0,8.9,9.3
